text,group,sentiment
становиться гд росатома,9047,positive
становиться генеральный директор,14040,neutral
становиться дворник,12505,neutral
становиться капитан,15375,positive
становиться хороший в свой дело,6998,negative
становиться пип всесос,9835,neutral
становиться профессионал,872,positive
становиться успешный,17441,neutral
страна,1922,neutral
строительство,9402,positive
счастие,9890,negative
счастие коллега,6455,neutral
съездить на полюс,11227,positive
талантливый молодежь в отрасль,13224,neutral
тарасенко,17547,neutral
торосенко,10903,positive
технологичный будущее,3056,negative
трудность,2023,neutral
трудоустройство,8187,positive
трудоустройство в росатый,13923,neutral
успешный трудоустройство,3192,neutral
турция,16325,positive
тяга к новый,11836,negative
уважение в общество,10919,neutral
уверенность,518,positive
уверенность в завтрашний день,6785,neutral
уверенность в свой будущее,13698,neutral
увидеть северный сияние,9686,positive
улучшение жизнь в зато,11184,negative
улучшение качество жизнь,2517,neutral
улучшение качество жизнь стереть,188,positive
улучшение условие жизнь человек,15357,neutral
улучшение система образование,1876,neutral
успех,16935,positive
успех мой дивизион,2971,negative
успешный результат,12015,neutral
успех другой человек,1158,positive
успешный человек,15673,neutral
успешный карьера,1723,neutral
успешный карьера в медиа,7908,positive
успешный карьерный путь,5418,negative
успешный карьера и учеба,6773,neutral
участие и победа на турнир,3116,positive
финансовый независимость,12332,neutral
финансовый стабильность,7483,neutral
фисташка не казаться дорогой,6623,positive
хотеть быть там с вы а не тут,5888,negative
хотеть доживать до 97082 год,2783,neutral
хотеть заводить полезный знакомст,13614,positive
хотеть переезжать жить в сочи,8804,neutral
хотеть работать в команда тат,4892,neutral
хотеть становиться ведущий,301,positive
хотеть становиться успешный ведущая,3009,negative
человечество,14350,neutral
эльвира марковцева,15634,positive
эль марковцева,8721,neutral
эмоция,2264,neutral
энергия,2735,positive
юниор росатома,10049,negative
юниор росатома!!,5952,neutral
юниорыросатома,11125,positive
яхта,12470,neutral
1. кроссплатформенность,6001,neutral
big data,2994,positive
embedded,13314,negative
no code,16400,neutral
адаптивность и безопасность,3171,positive
безопасный импортонезависимый,9367,neutral
безопасность,1616,neutral
бесчеловечный интеллект,7585,positive
ия,3768,negative
искусственный интеллект,16225,neutral
большой работа,17421,positive
бренд,14872,neutral
быть интересный,15620,neutral
быстрый разработка,6002,positive
в ита со школа,4788,negative
все в один,1055,neutral
встроенный устройство,12372,positive
глобализация,1956,neutral
госиткорпорация,14373,neutral
демонополизация,4799,positive
дополнять реальность,14848,negative
единый экосистема,2334,neutral
замена человек в экономика,3089,positive
зона возможность максимальный,6779,neutral
избегание цифра,4199,neutral
изменение концепция рабочий м,15917,positive
импортзамещение,11113,negative
импортонезависимость прорыв,9135,neutral
инновация- управление вызов,7256,positive
интеграция,11869,neutral
исключать трайбализм,3898,neutral
ита суверенитет путь на 10 год,11015,positive
ита-курсы заменять университет,10822,negative
квантовый технология,14550,neutral
кибербезопасность и ия,1743,positive
кибервойна,5646,neutral
конкурентный it-продукт,2329,neutral
метавселенная,4398,positive
независимость,10710,negative
новый технология,14595,neutral
облачный решение,7699,positive
облачный технология,4059,neutral
обгонять,9399,neutral
образование,5457,positive
обучение,14266,negative
обучение в виртуальный простр.,2754,neutral
объединение усилие,13814,positive
окно возможность,16027,neutral
осознание,4845,neutral
осознанность и многофункцион-т,13684,positive
поддержка ита-предприниматель,5416,negative
полный удаленный рабочий день,16847,neutral
удаленка,7299,positive
приспособляемость к изменение,15838,neutral
прорыв?,14910,neutral
радиоэлектроника,16468,positive
развитие,11366,negative
развитие в тишина!,11515,neutral
развитие по спираль,1663,positive
форсированный развитие,7746,neutral
ренессанс,15374,neutral
роботизация,11710,positive
российский продукт,40,negative
свой продукция,5669,neutral
российский магазин по,6745,positive
рост скорость изменение,7706,neutral
самый умный,17246,neutral
сегодня 20 год назад,14788,positive
создание новый продукт,5614,negative
создавать российский бренд  ита,1710,neutral
стагнация,2700,positive
стартапа,5466,neutral
технологический суверинитет,11304,neutral
трайбализм (,9174,positive
трудно но интересно,1872,negative
улучшение условие труд,17380,neutral
умение учиться,17528,positive
успех,16935,neutral
цифровой безопасность,2175,neutral
цифровизация весь возможный пр,13010,positive
цифровизация процесс,12536,negative
цифровизация обучение,6255,neutral
цифровой производство,12072,positive
цифровой платформа,10459,neutral
цод дома,10708,neutral
экосистема. нейроморфный ита,1369,positive
экспорт it-продукт,9453,negative
санкт-петербург,2644,neutral
москва,5422,positive
томск,15597,neutral
сочи,14163,neutral
екатеринбург,1776,positive
усть-каменогорск,11338,negative
химки,736,neutral
сочи,14163,positive
москва,5422,neutral
москва,5422,neutral
москва,5422,positive
малаховка,15800,negative
томск,15597,neutral
свердловск,11464,positive
москва,5422,neutral
нижний новгород,2650,neutral
санкт петребург,14180,positive
калининград,604,negative
волгодонск,6613,neutral
чита,4609,positive
москва,5422,neutral
сочи,14163,neutral
саров,11006,positive
харьков,3180,negative
харьков,3180,neutral
харьков,3180,positive
харьков,3180,neutral
москва,5422,neutral
димитровград,2269,positive
южно-сахалинск,8316,negative
семипалатинск,540,neutral
москва,5422,positive
санкт-петербург,2644,neutral
электрогорск,1841,neutral
москва,5422,positive
санкт-петербург,2644,negative
майкоп,800,neutral
дмитровоград,240,positive
сочи,14163,neutral
москва санкт-петербург,14121,neutral
томск,15597,positive
кустанай,4794,negative
красноярск,9663,neutral
сосновый бор,344,positive
санкт-петербург,2644,neutral
калининград,604,neutral
балаково,11477,positive
минск,316,negative
барановичи,11992,neutral
ленинградх,14114,positive
москва,5422,neutral
сочи,14163,neutral
москва,5422,positive
выкса,9578,negative
саяногорск,2078,neutral
волгодонск,6613,positive
москва,5422,neutral
калининград,604,neutral
москва,5422,positive
санкт-петербург,2644,negative
краснодар,8555,neutral
крымск,13392,positive
анапа,3877,neutral
электросталь,2235,neutral
москва,5422,positive
санкт-петербург,2644,negative
обнинск,1667,neutral
сосновый бор,344,positive
екатеринбург,1776,neutral
санкт-петербург,2644,neutral
волжск,7831,positive
волгодонск,6613,negative
казань,2770,neutral
обнинск,1667,positive
ленинград,7291,neutral
москва,5422,neutral
новосибирск,4932,positive
тоиск,10435,negative
кемерово,8212,neutral
новосибирск,4932,positive
тамбов,11303,neutral
москва,5422,neutral
москва,5422,positive
обнинск,1667,negative
москва,5422,neutral
питер,12258,positive
владивосток,1102,neutral
люберцы,497,neutral
тула,14715,positive
москва,5422,negative
смоленск,16644,neutral
ярославль,384,positive
нижний новгород,2650,neutral
москва,5422,neutral
ростов-на-дону,9469,positive
новомосковск,12190,negative
целиноград,13567,neutral
москва,5422,positive
краснодар,8555,neutral
ростов,15339,neutral
владивосток,1102,positive
москва,5422,negative
санкт петербург,5107,neutral
курчатов,4926,positive
курск,489,neutral
москва,5422,neutral
мурманск,16888,positive
красноярск,9663,negative
москва,5422,neutral
новосибирск,4932,positive
москва,5422,neutral
обнинск,1667,neutral
солнечногорск,7589,positive
будапешт,16814,negative
альбукерк,3181,neutral
семипалатинск 21,13232,positive
москва,5422,neutral
полярный заря волгодонск,8779,neutral
москва,5422,positive
сосновый бор,344,negative
москва,5422,neutral
иваново,12795,positive
кохма,13524,neutral
москва,5422,neutral
улан-удэ,13393,positive
сочи,14163,negative
москва,5422,neutral
липецк,140,positive
санкт-петербург,2644,neutral
тамбов,11303,neutral
москва,5422,positive
нижний новгород,2650,negative
ростов на дон,6268,neutral
волгодонск,6613,positive
сосновый бор,344,neutral
санкт-петербург,2644,neutral
москва,5422,positive
нижний новгород,2650,negative
москва,5422,neutral
тверь,16514,positive
астана,4003,neutral
долгопрудный,11735,neutral
ташкент,12838,positive
москва,5422,negative
волгодонск,6613,neutral
уфа,17286,positive
братск,10820,neutral
иркутск,15006,neutral
волгоград,16908,positive
москва,5422,negative
саров,11006,neutral
москва,5422,positive
мурманск,16888,neutral
ярославль,384,neutral
ленинград,7291,positive
москва,5422,negative
санкт-петербург,2644,neutral
костерево,12983,positive
ельня,12546,neutral
березник,14870,neutral
санкт-петербург,2644,positive
москва,5422,negative
ростов-на-дону,9469,neutral
москва,5422,positive
казань,2770,neutral
нижний новгород,2650,neutral
москва,5422,positive
северск,14866,negative
томск,15597,neutral
москва,5422,positive
нижний новгород,2650,neutral
москва,5422,neutral
иваново,12795,positive
челябинск,16857,negative
снежинск,12268,neutral
сочи,14163,positive
воронеж,14469,neutral
нововоронеж,1074,neutral
волгодонск,6613,positive
калининград,604,negative
нижнийновгород,442,neutral
москва,5422,positive
обнинск,1667,neutral
москва,5422,neutral
димитровград,2269,positive
москва,5422,negative
билибино,9730,neutral
москва,5422,positive
пушкино,447,neutral
озерск,5632,neutral
москва,5422,positive
московский область,3496,negative
москва нижний новгород саранск,11940,neutral
москва,5422,positive
пенза,7267,neutral
калининград,604,neutral
магадан,5382,positive
новосибирск,4932,negative
москва,5422,neutral
саратов,5412,positive
санкт-петербург,2644,neutral
астрахань,13957,neutral
москва,5422,positive
волгодонск,6613,negative
москва,5422,neutral
грозный,2699,positive
краснодар,8555,neutral
озерск,5632,neutral
москва,5422,positive
десногорск,17434,negative
москва,5422,neutral
ташуджа,10503,positive
саров,11006,neutral
санкт петербург,5107,neutral
москва,5422,positive
самара,3546,negative
солнечногорск,7589,neutral
москва,5422,positive
москва,5422,neutral
ленинград,7291,neutral
североморск,17367,positive
нижний-новгород,3622,negative
москва,5422,neutral
волгодонск,6613,positive
нововоронеж,1074,neutral
краснодар,8555,neutral
москва,5422,positive
москва,5422,negative
питер,12258,neutral
электросталь,2235,positive
москва,5422,neutral
северодвинск,3962,neutral
сочи,14163,positive
трехгорный,10752,negative
томск.  москва.  новосибирск,6679,neutral
"омск, новосибирск, москва",8906,positive
"пермь, москва, бостон",594,neutral
"москва, видный, алчевск",17247,neutral
москва,5422,positive
"обнинск, москва, волгоград",3396,negative
москва,5422,neutral
"москва, москва, москва",16898,positive
москва,5422,neutral
калуга,12453,neutral
томск москва хабаровск,10344,positive
санкт петербург,5107,negative
москва,5422,neutral
москва,5422,positive
позитивный,10488,neutral
отличный),6420,neutral
настрой на созидание,8795,positive
уходить рано.,15030,negative
приподнятый,1797,neutral
с прекрасный,621,positive
"быть плохо видно и слошно, ожи",3241,neutral
все зависеть от я,11289,neutral
позитивный,10488,positive
грусть,1993,negative
сила и уверенность,9518,neutral
с отличный,14574,positive
с прекрасный,621,neutral
прекрасно,1167,neutral
превосходный,434,positive
отличный настроение,4102,negative
уверенный,13948,neutral
неоднозначность,6489,positive
отличный,12777,neutral
позитивный,10488,neutral
отличный,12777,positive
отличный,12777,negative
позитивный настрой,5500,neutral
удовлетворительный,1812,positive
"немного грустный, нужно продолж",15170,neutral
позитивный,10488,neutral
ровный,7767,positive
прекрасный,7150,negative
приподнятый,1797,neutral
бодрый,14775,positive
отличный,12777,neutral
вдохновение,13939,neutral
ура,310,positive
позитивный,10488,negative
воодушевленный,6250,neutral
позитив!,5670,positive
с нормальный,16455,neutral
великолепный!,8436,neutral
положительный,12610,positive
радужный,9243,negative
отличный,12777,neutral
супер,151,positive
хороший,12231,neutral
позитив,12728,neutral
негативный,3379,positive
средний,7518,negative
воодушевлять,14921,neutral
отличный,12777,positive
росатый - лидер,10898,neutral
активно-позитивный,678,neutral
удовлетворение результат,13800,positive
заряженность на результат,8718,negative
желание развиваться далеко,5648,neutral
отличный,12777,positive
полный воодушевление.,4825,neutral
предвкушение,9987,neutral
отличный,12777,positive
"противоречивый, протокол нет",2453,negative
отличный настроение!,10639,neutral
хороший,12231,positive
удовлетворенность,13495,neutral
позитивный,10488,neutral
удовлетворение,8239,positive
с удовлетворение,13285,negative
позитивный,10488,neutral
воодушевленный,6250,positive
1,4334,neutral
импортозамещение,2906,neutral
актив и компетенция,3353,positive
актив и компетенция,3353,negative
актив и компетенция,3353,neutral
актив и компетенция,3353,positive
актив и компетенция,3353,neutral
разворот к человек,13031,neutral
цифровизация,81,positive
импортозамещение,2906,negative
человек,12493,neutral
повышать зарплата топ,15322,positive
дешевый деньги,578,neutral
долгосрочный заказ,13799,neutral
корпакадемия,15633,positive
человек,12493,negative
компетенция,13186,neutral
корпакадемия,15633,positive
наука,1813,neutral
быстрый принятие решение о выть,3035,neutral
человек и компетенция,8820,positive
кооперация с партнер,2242,negative
коммуникация с новый заказчик,12025,neutral
поддержка государство,15463,positive
человек,12493,neutral
мировой партнер,15840,neutral
дешевый деньги,578,positive
развитие отраслевой наука,16604,negative
внутриотраслевой кооперация,343,neutral
упрощение еосз,15232,positive
дешевый деньги,578,neutral
человек,12493,neutral
портфель заказ,3725,positive
портфель заказ,3725,negative
единый росатый,17211,neutral
наука,1813,positive
единый росатый,17211,neutral
наука,1813,neutral
единый росатый,17211,positive
портфель заказ,3725,negative
человек,12493,neutral
еосз только вовне,2346,positive
внутриотраслевой  кооперация,10135,neutral
развитие отраслевой наука,16604,neutral
человек,12493,positive
человек,12493,negative
сплочение россиянин,2143,neutral
доверие к друг друг,9952,positive
мотивированный персонал,12538,neutral
мотивированный персонал,12538,neutral
мотивированный персонал,12538,positive
дешевый деньги,578,negative
человек✊,16409,neutral
свобода принятие решение,11637,positive
наука,1813,neutral
наука,1813,neutral
единый росатый,17211,positive
человек,12493,negative
наличие собственный технология,2742,neutral
человек,12493,positive
стратегия росатома,12011,neutral
отмена еосз,3789,neutral
асмм,7687,positive
асмм,7687,negative
аасмы,6144,neutral
развитие наука,16568,positive
развитие наука,16568,neutral
развитие наука,16568,neutral
развитие наука,16568,positive
развитие наука,16568,negative
человек✊,16409,neutral
дешевый деньги,578,positive
альянс,2352,neutral
заказ внутри страна,16593,neutral
развитие отраслевой наука,16604,positive
внутриотраслевой кооперация,343,negative
🤝,10407,neutral
🤝,10407,positive
🤝,10407,neutral
🤝,10407,neutral
🤝,10407,positive
🤝,10407,negative
🤝,10407,neutral
проектный управление,10066,positive
проектный управление,10066,neutral
инновация,3202,neutral
стабильность,6572,positive
инновация,3202,negative
уникальный компетенция,918,neutral
авторитет росатома,14325,positive
новый вызов,2889,neutral
развитие навык,411,neutral
человек,12493,positive
единый росатый,17211,negative
производительность,6264,neutral
завидовый,3797,positive
единый команда,11552,neutral
завидовый,3797,neutral
единый команда,11552,positive
завидовый,3797,negative
человек✊,16409,neutral
человек✊,16409,positive
человек ✊,17271,neutral
адаптивность,895,neutral
амбициозность,3417,positive
кадр,13551,negative
креативность,8349,neutral
человек✊,16409,positive
уникальный компетенция,918,neutral
уникальный компетенция,918,neutral
уникальный компетенция,918,positive
команда,11154,negative
опыт,1837,neutral
знание,14689,positive
производство,3190,neutral
гоз,8723,neutral
импортозамещение,2906,positive
специалист росатома,16064,negative
новый молодой кадр,2868,neutral
новый молодой кадр,2868,positive
мотивация кадры,9227,neutral
изменение оргструктура,9195,neutral
изменение оргструктура,9195,positive
госплан для госкорпорация,5995,negative
обороноспособность,13775,neutral
актив и компетенция,3353,positive
актив и компетенция,3353,neutral
выручка на внутренний рынок рф,3093,neutral
человек,12493,positive
упрощение закупка,8570,negative
рыночный спрос ипотенциал,13562,neutral
спрос и потенциал,16978,positive
человек,12493,neutral
человек,12493,neutral
финансирование,12174,positive
возрождение машиностроение,14758,negative
новый завод в рф,13951,neutral
микроэлектроника в рф,4529,positive
дешевый деньги,578,neutral
длинный заказ,13871,neutral
быстрый решение,4616,positive
мотивация,2577,negative
компетенция,13186,neutral
персонал,14145,positive
единый цифровой инфраструктура,4755,neutral
новый рынок,5365,neutral
правда,10005,positive
реализм,9085,negative
асмм,7687,neutral
асмм,7687,positive
асмм,7687,neutral
асмм,7687,neutral
асмм,7687,positive
компетенция / партнерство,8161,negative
смп,9493,neutral
мпэб,17305,positive
актив и компетенция,3353,neutral
актив и компетенция,3353,neutral
актив и компетенция,3353,positive
актив и компетенция,3353,negative
актив и компетенция,3353,neutral
открытый граница,15890,positive
специалист росатома,16064,neutral
специалист росатома,16064,neutral
специалист росатома,16064,positive
санкция запад,14005,negative
авторитет росатома,14325,neutral
уникальный компетенция,918,positive
новый вызов,2889,neutral
окно возможность,16027,neutral
воссоздавать отрасль рм и рзм,10744,positive
команда,11154,negative
команда,11154,neutral
команда,11154,positive
команда,11154,neutral
единый команда,11552,neutral
человек-выдвигать кадровый резерв,15926,positive
специалист росатома,16064,negative
специалист росатома,16064,neutral
специалист росатома,16064,positive
человек,12493,neutral
объединение,6910,neutral
единый цифровой платформа,11,positive
правда,10005,negative
компетенция,13186,neutral
технология,13876,positive
человек,12493,neutral
технология,13876,neutral
правда,10005,positive
уникальный компетенция,918,negative
окно в азия,10918,neutral
отказ от регламент,6257,positive
опыт росатома,10241,neutral
опыт росатома,10241,neutral
опыт росатома,10241,positive
опыт росатома,10241,negative
опыт росатома,10241,neutral
человек,12493,positive
производственный и научный база,5986,neutral
гос поддержка,2296,neutral
цифровизация,81,positive
человек,12493,negative
единый цифровой инфраструктура,4755,neutral
объединение в единый росатый,12428,positive
правда,10005,neutral
человек,12493,neutral
мотивация персонал,10054,positive
зарплата топ!!!,12921,negative
человек,12493,neutral
новый продукт,9342,positive
единый цифровой инфраструктура,4755,neutral
человек,12493,neutral
объединение,6910,positive
правда,10005,negative
компетенция,13186,neutral
компетенция,13186,positive
компетенция,13186,neutral
компетенция,13186,neutral
компетенция,13186,positive
спрос на обороноспособность,7202,negative
специалист росатома,16064,neutral
финансирование,12174,positive
актив и компетенция,3353,neutral
актив и компетенция,3353,neutral
актив и компетенция,3353,positive
актив и компетенция,3353,negative
актив и компетенция,3353,neutral
аэсмм,2931,positive
аэсмм,2931,neutral
аэсмм,2931,neutral
аэсмм,2931,positive
аэсмм,2931,negative
отраслевой наука,2764,neutral
продукт,9263,positive
интегратор,4859,neutral
делегирование,287,neutral
нир,13528,positive
развитие отраслевой наука,16604,negative
внутриотраслевой кооперация,343,neutral
ниокрый,9080,positive
рыночный спрос,471,neutral
спрос и потенциал,16978,neutral
научный потенциал,295,positive
спрос и потенциал,16978,negative
актив и компетенция,3353,neutral
спрос и потенциал,16978,positive
новый бизнес  компетенция,3930,neutral
технология,13876,neutral
единый команда,11552,positive
спрос и потенцил,11782,negative
господдержкп,15638,neutral
научный потенциал,295,positive
научный потенциал,295,neutral
научный потенциал,295,neutral
научный потенциал,295,positive
научный потенциал,295,negative
человек,12493,neutral
технология,13876,positive
зеленый технология,6253,neutral
импортозамещение,2906,neutral
импортозамещение,2906,positive
импортозамещение,2906,negative
новый рынок,5365,neutral
человек,12493,positive
человек,12493,neutral
человек,12493,neutral
человек,12493,positive
деньги,5847,negative
опыт росатома,10241,neutral
человек,12493,positive
деньги,5847,neutral
свобода принятие решение,11637,neutral
технология,13876,positive
локализация промышленность,16241,negative
локализация экономика,4533,neutral
новый продукт новый продукт,12998,positive
новый продукт,9342,neutral
асмм,7687,neutral
асмм,7687,positive
асмм,7687,negative
асмм,7687,neutral
асмм,7687,positive
технология,13876,neutral
технология,13876,neutral
технология,13876,positive
технология,13876,negative
технология,13876,neutral
человек,12493,positive
производственный база,3584,neutral
научный задел,6387,neutral
компетенция,13186,positive
компетенция,13186,negative
вовлеченность,4813,neutral
вовлеченность,4813,positive
компетенция,13186,neutral
компетенция,13186,neutral
компетенция,13186,positive
компетенция,13186,negative
компетенция,13186,neutral
человек,12493,positive
деньги,5847,neutral
свобода принятие решение,11637,neutral
мотивация,2577,positive
единый команда,11552,negative
человек,12493,neutral
единый цифровой инфраструктура,4755,positive
человек,12493,neutral
объединение,6910,neutral
человек,12493,positive
дешевый деньги,578,negative
наука,1813,neutral
асмм,7687,positive
асмм,7687,neutral
наука,1813,neutral
государственный статус ра,10377,positive
очищение традица рынок,12674,negative
новый продукт и сервис,3893,neutral
технический стратегия сквозной,2070,positive
опыт росатома,10241,neutral
технология,13876,neutral
человек,12493,positive
человек,12493,negative
человек,12493,neutral
решительный компетентный человек,14898,positive
наука,1813,neutral
ремикс,15158,neutral
щучье,13593,positive
единый команда,11552,negative
мокс,16707,neutral
единый команда,11552,positive
единый команда,11552,neutral
асмм,7687,neutral
асмм,7687,positive
асмм,7687,negative
асмм,7687,neutral
асмм,7687,positive
наука,1813,neutral
бн,4860,neutral
асмм,7687,positive
асмм,7687,negative
асмм,7687,neutral
актив и компетенция,3353,positive
мпэб,17305,neutral
спрос и потенциал,16978,neutral
человек,12493,positive
деньги,5847,negative
свобода принятие решение,11637,neutral
профессиональный человек,16261,positive
человек,12493,neutral
финансы,6209,neutral
опыт,1837,positive
опыт,1837,negative
опыт,1837,neutral
человек,12493,positive
кадровый потенциал,2147,neutral
традиция,16673,neutral
главное человек,12749,positive
единый команда,11552,negative
новый бизнес и компетенцм,16702,neutral
новый бизнес и компетенция,4532,positive
новый бизнес и компетенция,4532,neutral
человек,12493,neutral
наука,1813,positive
наука,1813,negative
наука,1813,neutral
наука,1813,positive
наука,1813,neutral
мотивация персонал,10054,neutral
мозги,2641,positive
мозги,2641,negative
человек,12493,neutral
технология,13876,positive
единый цифровой инфраструктура,4755,neutral
единый цифровой инфраструктура,4755,neutral
единый цифровой инфраструктура,4755,positive
единый цифровой инфраструктура,4755,negative
единый цифровой инфраструктура,4755,neutral
мпэб,17305,positive
господдержка,2005,neutral
репутация компания,3958,neutral
внутренний спрос,7147,positive
наука,1813,negative
импортозамещение,2906,neutral
импортозамещение,2906,positive
импортозамещение,2906,neutral
импортозамещение,2906,neutral
заказ,11246,positive
компетенция,13186,negative
компетенция,13186,neutral
компетенция,13186,positive
компетенция,13186,neutral
компетенция,13186,neutral
уникальный компетенция,918,positive
вместе-сильно,1513,negative
неуспокоенность,8897,neutral
спрос и потенциал,16978,positive
человек,12493,neutral
человек,12493,neutral
человек,12493,positive
человек,12493,negative
человек,12493,neutral
кадр,13551,positive
технология,13876,neutral
ресурс,8690,neutral
деньги,5847,positive
кадр,13551,negative
мотивация персонал,10054,neutral
человек,12493,positive
открытый граница,15890,neutral
импортозамещение,2906,neutral
мотивация персонал,10054,positive
наличие ресурс,5721,negative
новый бизнес,11879,neutral
молодежа,17111,positive
талант,4113,neutral
человек,12493,neutral
внешний ограничение,8037,positive
новый бизнес и компетенция,4532,negative
развитие отраслевой наука,16604,neutral
внутриотраслевой кооперация,343,positive
компетенция,13186,neutral
компетенция,13186,neutral
компетенция,13186,positive
компетенция,13186,negative
компетенция,13186,neutral
человек,12493,positive
человек,12493,neutral
новый продукт,9342,neutral
человек,12493,positive
человек,12493,negative
человек,12493,neutral
человек,12493,positive
человек,12493,neutral
человек,12493,neutral
человек,12493,positive
кадр,13551,negative
технология,13876,neutral
ресурс,8690,positive
деньги,5847,neutral
человек,12493,neutral
человек,12493,positive
кадр,13551,negative
технолгия,10446,neutral
ресурс,8690,positive
деньги,5847,neutral
цифровой инжиниринг,428,neutral
человек,12493,positive
человек,12493,negative
человек,12493,neutral
человек,12493,positive
человек,12493,neutral
новый бизнес и компетенция,4532,neutral
новый бизнес и компетенция,4532,positive
человек,12493,negative
компетенция,13186,neutral
человек,12493,positive
человек,12493,neutral
человек,12493,neutral
человек,12493,positive
человек,12493,negative
команда,11154,neutral
рыночный спрос,471,positive
рыночный спрос,471,neutral
рыночный спрос,471,neutral
научный потенциал,295,positive
научный потенциал,295,negative
новый бизнес,11879,neutral
новый бизнес,11879,positive
новый бизнес,11879,neutral
новый бизнес,11879,neutral
новый бизнес,11879,positive
человек,12493,negative
"цифровизация, результат, человек",668,neutral
инновация,3202,positive
цифровизация,81,neutral
патриот на ключевой позиция,8549,neutral
талантливый молодежь дорога!,370,positive
человек,12493,negative
человек,12493,neutral
человек,12493,positive
человек,12493,neutral
человек,12493,neutral
открытый граница,15890,positive
человек,12493,negative
повышать зарплата топ,15322,neutral
новый бизнес и компетенция,4532,positive
упрощение процедура согласовани,3632,neutral
человек,12493,neutral
человек,12493,positive
человек,12493,negative
научный задел,6387,neutral
производственный база,3584,positive
человек,12493,neutral
человек,12493,neutral
человек,12493,positive
технология,13876,negative
кадр,13551,neutral
финансы,6209,positive
технология,13876,neutral
технология,13876,neutral
человек,12493,positive
новый бизнес,11879,negative
компетенция,13186,neutral
человек,12493,positive
восприятие ускорение время,376,neutral
новый бизнес,11879,neutral
новый бизнес,11879,positive
человек,12493,negative
компетенция,13186,neutral
атомный технология,16958,positive
человек,12493,neutral
компетенция,13186,neutral
человек,12493,positive
производстводственный база,12732,negative
научный задел,6387,neutral
госплан для госкорпорация,5995,positive
госплан для госкорпорация,5995,neutral
госплан для госкорпорация,5995,neutral
человек,12493,positive
человек,12493,negative
человек,12493,neutral
компетенция,13186,positive
отраслевой наука,2764,neutral
продукт,9263,neutral
клиентоцентричность,1370,positive
интегратор,4859,negative
делегирование,287,neutral
человек,12493,positive
технология,13876,neutral
зеленый технология,6253,neutral
наука,1813,positive
свободный деньги,15566,negative
асмм,7687,neutral
отраслевой наука,2764,positive
продукт,9263,neutral
клиентоцентричность,1370,neutral
интегратор,4859,positive
делегирование,287,negative
человек,12493,neutral
привлекать креативный кадр,8537,positive
компетенция,13186,neutral
развитие наука,16568,neutral
развитие наука,16568,positive
развитие наука,16568,negative
развитие наука,16568,neutral
развитие наука,16568,positive
человек,12493,neutral
производственный база,3584,neutral
научный задел,6387,positive
человек,12493,negative
технология,13876,neutral
зеленый технология,6253,positive
научно-технический потенциал,8073,neutral
компетенция,13186,neutral
производственный фонд,12719,positive
человек,12493,negative
научный задел,6387,neutral
отраслевой наука,2764,positive
продукт,9263,neutral
клиентоцентричность,1370,neutral
интегратор,4859,positive
делегирование,287,negative
укрепление обороноспособность,455,neutral
наука и развитие производство,1322,positive
конкурентный компетенция,15968,neutral
экспертиза,4244,neutral
отраслевой наука,2764,positive
продукт,9263,negative
клиентоцентричность,1370,neutral
интегратор,4859,positive
делегирование,287,neutral
отраслевой наука,2764,neutral
продукт,9263,positive
клиентоцентричность,1370,negative
интегратор,4859,neutral
делегирование,287,positive
новый продукт.,13616,neutral
технология,13876,neutral
производственный база,3584,positive
открытый граница,15890,negative
наука,1813,neutral
человек,12493,positive
ресурс,8690,neutral
"производственный база, человек",16596,neutral
свобода в принятие решение,6874,positive
цифровизация,81,negative
импортонезависимость,15760,neutral
единый цифровой инфраструктура,4755,positive
единый цифровой инфраструктура,4755,neutral
единый цифровой инфраструктура,4755,neutral
единый цифровой инфраструктура,4755,positive
единый цифровой инфраструктура,4755,negative
мир во все мир,14311,neutral
новый материал и технология,2170,positive
человек,12493,neutral
кадр,13551,neutral
севморпуть,8920,positive
кадр,13551,negative
яок,8719,neutral
человек,12493,positive
спрос,13879,neutral
человек,12493,neutral
человек,12493,positive
человек,12493,negative
it,12791,neutral
адаптация новый сотрудник,1111,positive
антибюрократия,4213,neutral
дебюрократизация,14435,neutral
проблема с бюрократия,13646,positive
волонтерство,267,negative
главный цель в развитие никиэта,3428,neutral
цель,1097,positive
готовность к стратения,326,neutral
единый коллектив,17360,neutral
задача,9867,positive
заключение новый контракт,14676,negative
изменение классический система,8948,neutral
изменение,11638,positive
трансформация предприятие,16123,neutral
импортозамещение,2906,neutral
кадровый политика,15950,positive
кадровый вопрос.,7791,negative
кадровый вопрос,12593,neutral
кадровый и личный потенциал,1041,positive
как делать свой продукт никиэта,10242,neutral
как мы быть расти,1728,neutral
направление развитие,12088,positive
направление развитие,12088,negative
направление развитие,12088,neutral
определять вектор движение,4250,positive
основной направление развитие,15694,neutral
план развитие,10525,neutral
план на будущее,4355,positive
развитие,11366,negative
развитие никиэта,7654,neutral
судьба,4574,positive
как обмениваться идея,12750,neutral
консолидация,12545,neutral
красный звезда,7988,positive
масштабирование предприятие,12634,negative
мобилизация,4910,neutral
мотивация,2577,positive
мотивация,2577,neutral
научный школа,1790,neutral
научный потенциал,295,positive
повышение научный потенциал,13583,negative
развитие научный потенциал,12277,neutral
развитие научный исследование,15290,positive
новый перспективный проект,3205,neutral
новый проект,1350,neutral
новый проект в никиэта,4786,positive
перспективный проект,7604,negative
новый продукт,9342,neutral
